sentence,context,subject,verb,verb_pos,subject_number,verb_number,verb_form,verb_person,n_intervening,n_diff_intervening,distance,split_origin
"Paralelamente , sus patrocinadores , con el departamento de marketing a la expectativa de cumplir los objetivos marcados a principio de temporada , dan "" toques de atención "" a los directores de equipo cuando no se alcanzan los niveles deseados .","Paralelamente , sus patrocinadores , con el departamento de marketing a la expectativa de cumplir los objetivos marcados a principio de temporada , dan "" toques de atención "" a los directores de equipo cuando no se alcanzan",niveles,alcanzan,37,Plur,Plur,Fin,3,0,0,2,train
La cadena continúa en los corredores .,La cadena continúa,cadena,continúa,2,Sing,Sing,Fin,3,0,0,1,train
"El director deportivo transmite inmediatamente el "" mensaje "" a sus ciclistas como si de un conducto reglamentario se tratase - muchas veces en el momento menos adecuado - , y éstos se desmoralizan más aún si cabe por no haber cumplido con su misión en la carrera .",El director deportivo transmite,director,transmite,3,Sing,Sing,Fin,3,0,0,2,train
"El director deportivo transmite inmediatamente el "" mensaje "" a sus ciclistas como si de un conducto reglamentario se tratase - muchas veces en el momento menos adecuado - , y éstos se desmoralizan más aún si cabe por no haber cumplido con su misión en la carrera .","El director deportivo transmite inmediatamente el "" mensaje "" a sus ciclistas como si de un conducto reglamentario se tratase - muchas veces en el momento menos adecuado - , y éstos se desmoralizan",éstos,desmoralizan,33,Plur,Plur,Fin,3,0,0,2,train
"Esta presión se suma al abrumador cansancio físico , minando o acabando con sus ilusiones .",Esta presión se suma,presión,suma,3,Sing,Sing,Fin,3,0,0,2,train
Los corredores llegan a dudar a menudo si el mundillo en el que están inmersos es un deporte o si se trata únicamente de un anuncio publicitario .,Los corredores llegan,corredores,llegan,2,Plur,Plur,Fin,3,0,0,1,train
"La empresa organizadora de la carrera consigue una gran cantidad de colaboradores y patrocinadores , pero este año no ha logrado igualar en participación a carreras menos importantes disputadas a lo largo de la temporada .",La empresa organizadora de la carrera consigue,empresa,consigue,6,Sing,Sing,Fin,3,1,0,5,train
"Los organizadores tienen en cuenta que las cosas no pueden ir a peor en cuanto a la participación , teniendo garantizada sólo la de los españoles .",Los organizadores tienen,organizadores,tienen,2,Plur,Plur,Fin,3,0,0,1,train
"Si dos neuronas se activan a la vez ante un estímulo determinado , sus conexiones se refuerzan .",Si dos neuronas se activan,neuronas,activan,4,Plur,Plur,Fin,3,0,0,2,train
"Si dos neuronas se activan a la vez ante un estímulo determinado , sus conexiones se refuerzan .","Si dos neuronas se activan a la vez ante un estímulo determinado , sus conexiones se refuerzan",conexiones,refuerzan,16,Plur,Plur,Fin,3,0,0,2,train
Los mbitis se reproducen de forma sexual .,Los mbitis se reproducen,mbitis,reproducen,3,Plur,Plur,Fin,3,0,0,2,train
"Cuando dos de ellos se aparean sus genes , al igual que los nuestros , se mezclan .",Cuando dos de ellos se aparean,dos,aparean,5,Plur,Plur,Fin,3,0,0,4,train
"Cuando dos de ellos se aparean sus genes , al igual que los nuestros , se mezclan .","Cuando dos de ellos se aparean sus genes , al igual que los nuestros , se mezclan",genes,mezclan,16,Plur,Plur,Fin,3,0,0,9,train
De dicha combinación nace una criatura con características propias .,De dicha combinación nace,criatura,nace,3,Sing,Sing,Fin,3,0,0,2,train
Los mbitis también mueren .,Los mbitis también mueren,mbitis,mueren,3,Plur,Plur,Fin,3,0,0,2,train
Su creador ha sido el equipo de jóvenes investigadores y estudiantes que dirige el físico Juan Julián Merelo .,Su creador ha sido el equipo de jóvenes investigadores y estudiantes que dirige,físico,dirige,12,Sing,Sing,Fin,3,0,0,2,train
"Este mundo sólo existe en el universo de la pantalla de un ordenador , y sus habitantes son el resultado de complejas lucubraciones matemáticas .",Este mundo sólo existe,mundo,existe,3,Sing,Sing,Fin,3,0,0,2,train
"Las criaturas tienen un ADN digital , y sus genes están hechos a base de ristras de bits o unidades de información .",Las criaturas tienen,criaturas,tienen,2,Plur,Plur,Fin,3,0,0,1,train
"Los mbitis , al igual que otras criaturas diseñadas de esta forma , no tienen ni carne ni cutícula , tampoco huesos y , sin embargo , muchos los consideran seres vivos artificiales .","Los mbitis , al igual que otras criaturas diseñadas de esta forma , no tienen",mbitis,tienen,14,Plur,Plur,Fin,3,0,0,13,train
"Los mbitis , al igual que otras criaturas diseñadas de esta forma , no tienen ni carne ni cutícula , tampoco huesos y , sin embargo , muchos los consideran seres vivos artificiales .","Los mbitis , al igual que otras criaturas diseñadas de esta forma , no tienen ni carne ni cutícula , tampoco huesos y , sin embargo , muchos los consideran",muchos,consideran,29,Plur,Plur,Fin,3,0,0,2,train
"Son los hijos de una joven ciencia bautizada con el nombre de vida artificial o , como dicen los anglosajones , Artificial Life o A-life .","Son los hijos de una joven ciencia bautizada con el nombre de vida artificial o , como dicen",anglosajones,dicen,17,Plur,Plur,Fin,3,0,0,2,train
"Expertos en computación , físicos , microbiólogos , genetistas , matemáticos , biólogos y otros especialistas trabajan mano a mano en la creación de todo tipo de células , animales , plantas y , a menudo , comunidades enteras de las más variopintas formas vivientes .","Expertos en computación , físicos , microbiólogos , genetistas , matemáticos , biólogos y otros especialistas trabajan",Expertos,trabajan,16,Plur,Plur,Fin,3,7,1,16,train
"Luego , una segunda fila , y a partir de ahí cada fila alterna tenía pseudoesferas de uranio .","Luego , una segunda fila , y a partir de ahí cada fila alterna tenía",fila,tenía,14,Sing,Sing,Fin,3,0,0,2,train
Algunos ladrillos tenían ranuras para insertar y retirar las varillas de control .,Algunos ladrillos tenían,ladrillos,tenían,2,Plur,Plur,Fin,3,0,0,1,train
"Insertadas en la pila , las varillas absorbían la cantidad suficiente de neutrones para impedir que las fisiones del uranio se multiplicaran en una reacción en cadena .","Insertadas en la pila , las varillas absorbían",varillas,absorbían,7,Plur,Plur,Fin,3,0,0,1,train
"Insertadas en la pila , las varillas absorbían la cantidad suficiente de neutrones para impedir que las fisiones del uranio se multiplicaran en una reacción en cadena .","Insertadas en la pila , las varillas absorbían la cantidad suficiente de neutrones para impedir que las fisiones del uranio se multiplicaran",fisiones,multiplicaran,21,Plur,Plur,Fin,3,1,1,4,train
"A medida que se extrajeran las varillas , más neutrones estarían disponibles para conducir las fisiones .",A medida que se extrajeran,varillas,extrajeran,4,Plur,Plur,Fin,3,0,0,2,train
"Aparte de ello , los isótopos radiactivos se utilizan hoy en los laboratorios de investigación de medicina y biología , tanto como medios de diagnóstico en relación con técnicas de trazadores como en gammagrafías y en la investigación del metabolismo de ciertas sustancias .","Aparte de ello , los isótopos radiactivos se utilizan",isótopos,utilizan,8,Plur,Plur,Fin,3,0,0,3,train
"Todas estas técnicas se basan en la facilidad con que se puede seguir la evolución y la trayectoria de cantidades prácticamente insignificantes de un radionucleido , a través de un medio como , por ejemplo , el cuerpo humano .",Todas estas técnicas se basan,técnicas,basan,4,Plur,Plur,Fin,3,0,0,2,train
"El efecto de las radiaciones ionizantes producidas por la fisión nuclear o cualquiera otra fuente radiactiva depende en primer lugar del tipo de radiación : alfa , beta o gamma .",El efecto de las radiaciones ionizantes producidas por la fisión nuclear o cualquiera otra fuente radiactiva depende,efecto,depende,16,Sing,Sing,Fin,3,3,1,15,train
"Sobre el cuerpo humano las radiaciones actúan en relación con su naturaleza , la dosis recibida y la parte del organismo que haya sido expuesta .",Sobre el cuerpo humano las radiaciones actúan,radiaciones,actúan,6,Plur,Plur,Fin,3,0,0,1,train
Cuando son absorbidas por las células se producen ionizaciones y excitaciones que llegan a romper los enlaces químicos de las moléculas que constituyen la materia viva dando lugar a recombinaciones que pueden generar auténticos venenos .,Cuando son absorbidas por las células se producen,ionizaciones,producen,7,Plur,Plur,Fin,3,0,0,1,train
"Muchas de estas reacciones químicas y cambios moleculares desembocan en alteraciones metabólicas en la célula , cambios genéticos , inhibiciones en determinadas funciones e incluso muerte celular .",Muchas de estas reacciones químicas y cambios moleculares desembocan,Muchas,desembocan,8,Plur,Plur,Fin,3,2,0,8,train
Se suelen dividir estos efectos en dos grupos : somáticos y genéticos .,Se suelen,efectos,suelen,1,Plur,Plur,Fin,3,0,0,3,train
"Los primeros se manifiestan en forma de lesiones apreciables en el propio individuo irradiado , mientras que los segundos , al afectar a su material genético , se manifiestan únicamente como alteraciones hereditarias a través de su descendencia .",Los primeros se manifiestan,primeros,manifiestan,3,Plur,Plur,Fin,3,0,0,2,train
"Los primeros se manifiestan en forma de lesiones apreciables en el propio individuo irradiado , mientras que los segundos , al afectar a su material genético , se manifiestan únicamente como alteraciones hereditarias a través de su descendencia .","Los primeros se manifiestan en forma de lesiones apreciables en el propio individuo irradiado , mientras que los segundos , al afectar a su material genético , se manifiestan",segundos,manifiestan,28,Plur,Plur,Fin,3,0,0,10,train
"Ciertos efectos somáticos como eritemas , anemias , necrosis y esterilidad , entre otros , se hacen notar inmediatamente , en una clara relación causa efecto que depende de la dosis recibida .","Ciertos efectos somáticos como eritemas , anemias , necrosis y esterilidad , entre otros , se hacen",efectos,hacen,16,Plur,Plur,Fin,3,3,1,15,train
"Otros tardan en aparecer incluso años , y la relación causa efecto no es tan clara .",Otros tardan,Otros,tardan,1,Plur,Plur,Fin,3,0,0,1,train
"Se trata de los cánceres de piel , huesos o pulmón , cataratas , anemias aplásticas y leucemias , cuya probabilidad aumenta con la dosis absorbida por los tejidos .","Se trata de los cánceres de piel , huesos o pulmón , cataratas , anemias aplásticas y leucemias , cuya probabilidad aumenta",probabilidad,aumenta,21,Sing,Sing,Fin,3,0,0,1,train
"El desarrollo de la energía nuclear comenzó siendo militar y , lógicamente , por ese camino continuó .",El desarrollo de la energía nuclear comenzó,desarrollo,comenzó,6,Sing,Sing,Fin,3,1,0,5,train
"Aunque las investigaciones que se llevaran a cabo tuvieran un fin pacífico , durante mucho tiempo los organismos y laboratorios nucleares se mantuvieron bajo el manto y la tutela del secreto militar .",Aunque las investigaciones que se llevaran a cabo tuvieran,investigaciones,tuvieran,8,Plur,Plur,Fin,3,1,1,6,train
"Aunque las investigaciones que se llevaran a cabo tuvieran un fin pacífico , durante mucho tiempo los organismos y laboratorios nucleares se mantuvieron bajo el manto y la tutela del secreto militar .","Aunque las investigaciones que se llevaran a cabo tuvieran un fin pacífico , durante mucho tiempo los organismos y laboratorios nucleares se mantuvieron",organismos,mantuvieron,22,Plur,Plur,Fin,3,1,0,5,train
La bomba atómica comenzó siendo un monstruo descomunal y enormemente pesado .,La bomba atómica comenzó,bomba,comenzó,3,Sing,Sing,Fin,3,0,0,2,train
"La fiebre armamentista alimentada por la llamada guerra fría desorbitó los arsenales nucleares de las grandes potencias - Estados Unidos y la desaparecida Unión Soviética - , que llegaron a tener capacidad para destruir varias veces la propia Tierra .",La fiebre armamentista alimentada por la llamada guerra fría desorbitó,fiebre,desorbitó,9,Sing,Sing,Fin,3,1,0,8,train
Felizmente la sensatez se impuso y la tendencia es hoy la contraria : menos arsenales menos cabezas nucleares y más presupuestos para la solidaridad mundial .,Felizmente la sensatez se impuso,sensatez,impuso,4,Sing,Sing,Fin,3,0,0,2,train
"Los resultados sorprenden , en no pocas ocasiones , a propios y extraños .",Los resultados sorprenden,resultados,sorprenden,2,Plur,Plur,Fin,3,0,0,1,train
"Hoy , las modernas ciencias de la dermatología y la cosmética caminan en ese sentido y centran todo su empeño en aislar los principios inmediatos que hacen posible la regeneración de las células epiteliales o de los cabellos .","Hoy , las modernas ciencias de la dermatología y la cosmética caminan",ciencias,caminan,11,Plur,Plur,Fin,3,2,2,7,train
"Uno de los más modernos tratamientos anticalvicie se compone precisamente de un liofilizado de líquido ammiótico , el que protege a los fetos , unido a un preparado azufrado de origen orgánico llamado S Carboximetilcisteina .",Uno de los más modernos tratamientos anticalvicie se compone,Uno,compone,8,Sing,Sing,Fin,3,1,1,8,train
"Pero lo cierto es que mamíferos , aves , reptiles , anfibios , peces e invertebrados presentan netas diferencias en la constitución de sus respectivas pieles , cosa que se advierte a simple vista .","Pero lo cierto es que mamíferos , aves , reptiles , anfibios , peces e invertebrados presentan",mamíferos,presentan,16,Plur,Plur,Fin,3,5,0,11,train
El mecanismo evolutivo encierra la clave de esta diversidad .,El mecanismo evolutivo encierra,mecanismo,encierra,3,Sing,Sing,Fin,3,0,0,2,train
"El brazo , por ejemplo , presenta el pelo curiosamente vuelto hacia arriba , detalle que han explicado los científicos constatando que sólo así evita el primate que el agua de la lluvia llegue hasta sus manos y le dificulte sus movimientos usuales .","El brazo , por ejemplo , presenta",brazo,presenta,6,Sing,Sing,Fin,3,0,0,5,train
"El brazo , por ejemplo , presenta el pelo curiosamente vuelto hacia arriba , detalle que han explicado los científicos constatando que sólo así evita el primate que el agua de la lluvia llegue hasta sus manos y le dificulte sus movimientos usuales .","El brazo , por ejemplo , presenta el pelo curiosamente vuelto hacia arriba , detalle que han explicado los científicos constatando que sólo así evita",primate,evita,24,Sing,Sing,Fin,3,0,0,2,train
"El brazo , por ejemplo , presenta el pelo curiosamente vuelto hacia arriba , detalle que han explicado los científicos constatando que sólo así evita el primate que el agua de la lluvia llegue hasta sus manos y le dificulte sus movimientos usuales .","El brazo , por ejemplo , presenta el pelo curiosamente vuelto hacia arriba , detalle que han explicado los científicos constatando que sólo así evita el primate que el agua de la lluvia llegue",agua,llegue,33,Sing,Sing,Fin,3,1,0,4,train
"Sin caer en la megalomanía , es de rigor constatar que el hombre posee la piel más perfeccionada .","Sin caer en la megalomanía , es de rigor constatar que el hombre posee",hombre,posee,13,Sing,Sing,Fin,3,0,0,1,train
"Ningún animal , ni siquiera los evolutivamente más cercanos , atesora en su piel semejante cúmulo de funciones .","Ningún animal , ni siquiera los evolutivamente más cercanos , atesora",animal,atesora,10,Sing,Sing,Fin,3,0,0,9,train
"En ciertas regiones del firmamento , contra un fondo de tinieblas hormigueante de estrellas , los telescopios nos muestran apariencias fantasmagóricas , semejantes a nubes movidas por el viento .","En ciertas regiones del firmamento , contra un fondo de tinieblas hormigueante de estrellas , los telescopios nos muestran",telescopios,muestran,18,Plur,Plur,Fin,3,0,0,2,train
"Estas nubosidades cósmicas , llamadas nebulosas revelan maravillosas difuminaciones de matices en las imágenes tomadas gracias a la más moderna instrumentación astronómica .","Estas nubosidades cósmicas , llamadas nebulosas revelan",nubosidades,revelan,6,Plur,Plur,Fin,3,1,0,5,train
Pero su importancia va mucho más allá de la que podríamos atribuirles atribuir les como fascinantes objetos de observación .,Pero su importancia va,importancia,va,3,Sing,Sing,Fin,3,0,0,1,train
"Son la materia prima de la creación , el manantial de donde fluyen los mundos que pueblan el universo .","Son la materia prima de la creación , el manantial de donde fluyen",mundos,fluyen,12,Plur,Plur,Fin,3,0,0,2,train
"Las plantas y animales interaccionan entre sí , como ocurre en el mundo real .",Las plantas y animales interaccionan,plantas,interaccionan,4,Plur,Plur,Fin,3,1,0,3,train
"Además , la hembra debe poder poner otra nidada si fuese necesario .","Además , la hembra debe",hembra,debe,4,Sing,Sing,Fin,3,0,0,1,train
"A pesar de su precocidad , los pájaros de costa sufren terribles pérdidas de huevos y polluelos .","A pesar de su precocidad , los pájaros de costa sufren",pájaros,sufren,10,Plur,Plur,Fin,3,1,1,3,train
"Una población de gallinetas moteadas estudiada en Minnesota en 1975 produjo 157 huevos , pero ningún polluelo : un solo visón se comió 87 huevos .",Una población de gallinetas moteadas estudiada en Minnesota en 1975 produjo,población,produjo,10,Sing,Sing,Fin,3,1,1,9,train
"Una población de gallinetas moteadas estudiada en Minnesota en 1975 produjo 157 huevos , pero ningún polluelo : un solo visón se comió 87 huevos .","Una población de gallinetas moteadas estudiada en Minnesota en 1975 produjo 157 huevos , pero ningún polluelo : un solo visón se comió",visón,comió,22,Sing,Sing,Fin,3,0,0,2,train
"Igualmente , un estudio de jacanas en la Guyana observó que de 52 nidos habían fracasado 44 en una misma temporada de puesta .","Igualmente , un estudio de jacanas en la Guyana observó",estudio,observó,9,Sing,Sing,Fin,3,1,1,6,train
"Naturalmente , otras hembras tendrán la misma idea .","Naturalmente , otras hembras tendrán",hembras,tendrán,4,Plur,Plur,Fin,3,0,0,1,train
El resultado será que todas ellas se encontrarán compitiendo por una oferta de machos cada vez más reducida .,El resultado será que todas ellas se encontrarán,ellas,encontrarán,7,Plur,Plur,Fin,3,0,0,2,train
"A medida que avanza la temporada de reproducción , la mayoría de los machos quedan atados a su primera nidada y no pueden aceptar más responsabilidades paternales .",A medida que avanza,temporada,avanza,3,Sing,Sing,Fin,3,0,0,2,train
"La mayoría de las , aproximadamente , 200 especies de aves costeras no practica la poliandria , ya que la mayor parte vive en latitudes altas , en donde la temporada de reproducción es muy corta y no deja tiempo para criar una segunda nidada .","La mayoría de las , aproximadamente , 200 especies de aves costeras no practica",mayoría,practica,13,Sing,Sing,Fin,3,2,2,12,train
"La mayoría de las , aproximadamente , 200 especies de aves costeras no practica la poliandria , ya que la mayor parte vive en latitudes altas , en donde la temporada de reproducción es muy corta y no deja tiempo para criar una segunda nidada .","La mayoría de las , aproximadamente , 200 especies de aves costeras no practica la poliandria , ya que la mayor parte vive",parte,vive,22,Sing,Sing,Fin,3,0,0,1,train
"Estos simios peruanos viven en grupos formados por los padres , su descendencia de años anteriores y las crías pequeñas más actuales .",Estos simios peruanos viven,simios,viven,3,Plur,Plur,Fin,3,0,0,2,train
"Puesto que la hembra está receptiva constantemente y no muestra señales visibles de cansancio , sus compañeros se acoplan con ella en cualquier momento , incluso cuando está preñada o en período de lactancia .","Puesto que la hembra está receptiva constantemente y no muestra señales visibles de cansancio , sus compañeros se acoplan",compañeros,acoplan,18,Plur,Plur,Fin,3,0,0,2,train
Una de ellas se deriva de su tamaño .,Una de ellas se deriva,Una,deriva,4,Sing,Sing,Fin,3,0,0,4,train
"Ser el mono más pequeño les hace vulnerables a todo un ejército de depredadores , y por eso los titíes salvajes parecen estar asustados y vigilantes constantemente .","Ser el mono más pequeño les hace vulnerables a todo un ejército de depredadores , y por eso los titíes salvajes parecen",titíes,parecen,21,Plur,Plur,Fin,3,0,0,2,train
"Cuando un grupo está comiendo , uno de ellos permanece de centinela .","Cuando un grupo está comiendo , uno de ellos permanece",uno,permanece,9,Sing,Sing,Fin,3,0,0,3,train
"Incluso la atención de dos padres no basta , debido a que uno de ellos estaría forzado a comer y a llevar el cachorro al mismo tiempo , lo que no es una tarea fácil dada su pequeña envergadura .",Incluso la atención de dos padres no basta,atención,basta,7,Sing,Sing,Fin,3,1,1,5,train
"Para compensar las pérdidas ante sus depredadores , los titíes generalmente traen al mundo gemelos ( al ser primates de doble mama no pueden permitirse permitir se camadas más grandes ) .","Para compensar las pérdidas ante sus depredadores , los titíes generalmente traen",titíes,traen,11,Plur,Plur,Fin,3,0,0,2,train
"En el momento del nacimiento , cada gemelo pesa ya una décima parte del peso de su madre , tanto como si una mujer diera a luz bebés de 6 kilos .","En el momento del nacimiento , cada gemelo pesa",gemelo,pesa,8,Sing,Sing,Fin,3,0,0,1,train
"En el momento del nacimiento , cada gemelo pesa ya una décima parte del peso de su madre , tanto como si una mujer diera a luz bebés de 6 kilos .","En el momento del nacimiento , cada gemelo pesa ya una décima parte del peso de su madre , tanto como si una mujer diera",mujer,diera,24,Sing,Sing,Fin,3,0,0,1,train
"Al llegar el destete , los gemelos pesan entre ambos casi la mitad que su madre .","Al llegar el destete , los gemelos pesan",gemelos,pesan,7,Plur,Plur,Fin,3,0,0,1,train
"dado que los titíes viven en los árboles , las hembras se ven obligadas a acarrear los gemelos constantemente mientras son pequeños .",dado que los titíes viven,titíes,viven,4,Plur,Plur,Fin,3,0,0,1,train
"dado que los titíes viven en los árboles , las hembras se ven obligadas a acarrear los gemelos constantemente mientras son pequeños .","dado que los titíes viven en los árboles , las hembras se ven",hembras,ven,12,Plur,Plur,Fin,3,0,0,2,train
"Sin la protección de la nieve , tendrían que pasar semanas antes del brote de las plantas , y los animales salvajes e insectos carecerían de su primera alimentación , vital tras el largo sueño .","Sin la protección de la nieve , tendrían que pasar semanas antes del brote de las plantas , y los animales salvajes e insectos carecerían",animales,carecerían,24,Plur,Plur,Fin,3,1,0,4,train
"Una buena nevada conserva asimismo la tierra cultivable de los temibles efectos del hielo , y la mantiene en sus justas proporciones de humedad y temperatura .",Una buena nevada conserva,nevada,conserva,3,Sing,Sing,Fin,3,0,0,1,train
"De ahí viene el sabio refrán popular de "" año de nieves , año de bienes .",De ahí viene,refrán,viene,2,Sing,Sing,Fin,3,0,0,3,train
"Algunas zonas de Estados Unidos registran nevadas récord , como las acaecidas en Monte Rainer ( Washington ) en 1971 y 1972 , años en los que se formaron hasta 31 metros de nieve .",Algunas zonas de Estados Unidos registran,zonas,registran,5,Plur,Plur,Fin,3,0,0,4,train
"Algunas zonas de Estados Unidos registran nevadas récord , como las acaecidas en Monte Rainer ( Washington ) en 1971 y 1972 , años en los que se formaron hasta 31 metros de nieve .","Algunas zonas de Estados Unidos registran nevadas récord , como las acaecidas en Monte Rainer ( Washington ) en 1971 y 1972 , años en los que se formaron",metros,formaron,28,Plur,Plur,Fin,3,0,0,3,train
"Los aludes tienen lugar en las laderas con inclinación superior a los 22 grados , y pueden iniciarse iniciar se por un aumento de temperatura , una fuerte ráfaga de viento , un ruido intenso o el simple paso descuidado de un esquiador .",Los aludes tienen,aludes,tienen,2,Plur,Plur,Fin,3,0,0,1,train
En algunas zonas se colocan cargas explosivas para provocar aludes intencionados allí donde la nieve se comienza a desestabilizar .,En algunas zonas se colocan,cargas,colocan,4,Plur,Plur,Fin,3,0,0,1,train
En algunas zonas se colocan cargas explosivas para provocar aludes intencionados allí donde la nieve se comienza a desestabilizar .,En algunas zonas se colocan cargas explosivas para provocar aludes intencionados allí donde la nieve se comienza,nieve,comienza,16,Sing,Sing,Fin,3,0,0,2,train
La nieve artificial se produce dentro de un cañón que mezcla aire a presión y agua en las justas proporciones .,La nieve artificial se produce,nieve,produce,4,Sing,Sing,Fin,3,0,0,3,train
La mezcla se precipita a través de una fila de toberas que sirven de atomizador .,La mezcla se precipita,mezcla,precipita,3,Sing,Sing,Fin,3,0,0,2,train
"El truco consiste en pulverizar el aire y el agua en gotas pequeñísimas , enfriadas como consecuencia de la pérdida de presión dentro de la tobera .",El truco consiste,truco,consiste,2,Sing,Sing,Fin,3,0,0,1,train
Los diminutos cristales helados se unen a otros que salen de otras toberas y son expulsados fuera del cañón ya con la forma definitiva de auténticos copos de nieve .,Los diminutos cristales helados se unen,cristales,unen,5,Plur,Plur,Fin,3,0,0,3,train
"Así , por el camino , los cristales se unirán unos con otros y aumentará el espesor de la nieve .","Así , por el camino , los cristales se unirán",cristales,unirán,9,Plur,Plur,Fin,3,0,0,2,train
"Así , por el camino , los cristales se unirán unos con otros y aumentará el espesor de la nieve .","Así , por el camino , los cristales se unirán unos con otros y aumentará",espesor,aumentará,14,Sing,Sing,Fin,3,0,0,2,train
"Cuanto más frío y más seco sea el aire , más rápidamente se formarán los copos .","Cuanto más frío y más seco sea el aire , más rápidamente se formarán",copos,formarán,13,Plur,Plur,Fin,3,0,0,2,train
"La sequedad del aire ambiental es muy importante , ya que en ese caso la diferencia de presión entre el cristal de hielo y el vapor de agua alcanza su máxima efectividad , pudiéndose pudiendo se producir la sublimación originaria de los copos .","La sequedad del aire ambiental es muy importante , ya que en ese caso la diferencia de presión entre el cristal de hielo y el vapor de agua alcanza",diferencia,alcanza,28,Sing,Sing,Fin,3,5,0,13,train
"Como éste no contiene propulsor , hay que introducir una mayor cantidad de aire en su sistema de toberas .",Como éste no contiene,éste,contiene,3,Sing,Sing,Fin,3,0,0,2,train
El aire a presión no se aplica a la producción de nieve sino a su equipo de distribución .,El aire a presión no se aplica,aire,aplica,6,Sing,Sing,Fin,3,1,0,5,train
La desventaja de esta técnica es que se necesita un edificio donde colocar los compresores y los depósitos de aire comprimido ; después hay que instalar unas conducciones que introduzcan el aire comprimido en el cañón .,La desventaja de esta técnica es que se necesita,edificio,necesita,8,Sing,Sing,Fin,3,0,0,2,train
La pila comenzó a construirse construir se el 16 de noviembre en una pista doble de squash que contaba con un balcón en su parte superior .,La pila comenzó,pila,comenzó,2,Sing,Sing,Fin,3,0,0,1,train
Alguien trazó con tiza un marco sobre el suelo y se colocó la primera fila de ladrillos .,Alguien trazó,Alguien,trazó,1,Sing,Sing,Fin,3,0,0,1,train
Alguien trazó con tiza un marco sobre el suelo y se colocó la primera fila de ladrillos .,Alguien trazó con tiza un marco sobre el suelo y se colocó,fila,colocó,11,Sing,Sing,Fin,3,0,0,3,train
Esto tendrá lugar en la fase de maduración .,Esto tendrá,Esto,tendrá,1,Sing,Sing,Fin,3,0,0,1,train
Ésta se desencadena y es ahora cuando aparece la mayor parte de los síntomas que produce la enfermedad .,Ésta se desencadena,Ésta,desencadena,2,Sing,Sing,Fin,3,0,0,2,train
Ésta se desencadena y es ahora cuando aparece la mayor parte de los síntomas que produce la enfermedad .,Ésta se desencadena y es ahora cuando aparece,parte,aparece,7,Sing,Sing,Fin,3,0,0,3,train
Ésta se desencadena y es ahora cuando aparece la mayor parte de los síntomas que produce la enfermedad .,Ésta se desencadena y es ahora cuando aparece la mayor parte de los síntomas que produce,enfermedad,produce,15,Sing,Sing,Fin,3,0,0,2,train
"Algunos , como el causante del SIDA , los denominados oncovirus , inductores de algunos tipos de cáncer , entre otros , parecen de momento inatacables , una vez que se ha consumado la infección .","Algunos , como el causante del SIDA , los denominados oncovirus , inductores de algunos tipos de cáncer , entre otros , parecen",Algunos,parecen,22,Plur,Plur,Fin,3,4,2,22,train
"En caso de que el sistema inmunológico haya vencido a la enfermedad , ésta no sólo desaparece de forma momentánea , sino que el organismo queda prácticamente inmunizado contra ella .","En caso de que el sistema inmunológico haya vencido a la enfermedad , ésta no sólo desaparece",ésta,desaparece,16,Sing,Sing,Fin,3,0,0,3,train
"En caso de que el sistema inmunológico haya vencido a la enfermedad , ésta no sólo desaparece de forma momentánea , sino que el organismo queda prácticamente inmunizado contra ella .","En caso de que el sistema inmunológico haya vencido a la enfermedad , ésta no sólo desaparece de forma momentánea , sino que el organismo queda",organismo,queda,25,Sing,Sing,Fin,3,0,0,1,train
"En 1926 las fábricas de Daimler y de Benz , que nunca se conocieron personalmente , se reúnen en una sola , la DaimlerBenz A. G. .","En 1926 las fábricas de Daimler y de Benz , que nunca se conocieron personalmente , se reúnen",fábricas,reúnen,17,Plur,Plur,Fin,3,0,0,14,train
"Con semejante aditamento hípico , el buen inventor confiaba en tranquilizar a los animales .","Con semejante aditamento hípico , el buen inventor confiaba",inventor,confiaba,8,Sing,Sing,Fin,3,0,0,1,train
El éxito lo obtuvo un norteamericano de notable carácter y genio organizador que confirió al automóvil todo el sentido popular y utilitario del siglo XX .,El éxito lo obtuvo,norteamericano,obtuvo,3,Sing,Sing,Fin,3,0,0,2,train
"Hijo de un campesino acomodado de Dearborn , Michigan , Henry Ford ( 1863 - 1947 ) se dedicó desde los dieciséis años a máquinas y motores como aprendiz en los talleres de reparación de Detroit .","Hijo de un campesino acomodado de Dearborn , Michigan , Henry Ford ( 1863 - 1947 ) se dedicó",Hijo,dedicó,18,Sing,Sing,Fin,3,1,0,18,train
Cuando tenía veintiséis años se empleó en la compañía de electricidad y devoraba cuanto caía en sus manos sobre invenciones mecánicas .,Cuando tenía veintiséis años se empleó en la compañía de electricidad y devoraba cuanto caía,cuanto,caía,14,Sing,Sing,Fin,3,0,0,1,train
De toda la serie sacó Ford la experiencia de su vida : la gente prefería autos sólidos y baratos .,De toda la serie sacó Ford la experiencia de su vida : la gente prefería,gente,prefería,14,Sing,Sing,Fin,3,0,0,1,train
"Nuevamente se vio a prueba la inventiva de Henry Ford , en cuya filosofía no entraba el subir los precios .",Nuevamente se vio,inventiva,vio,2,Sing,Sing,Fin,3,0,0,4,train
